,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,native-country_cat,Education_is_high,middle_age_man,is_US,working_less_or_more_4,working_vs_ocuppation_test,husband_wife,occupation_2,y_new_pred
488,69,Private,76939,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0,3,5,2,0,1,False,0,True,1,0,0,0,0
489,42,Private,188615,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,2231,50,Canada,1,6,4,3,2,0,8,False,0,False,3,6,0,0,0
490,30,Private,433325,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,1,9,0,0,0,0,2,False,0,False,1,0,1,0,0
491,17,Private,147069,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,1,12,1,10,1,0,1,False,0,True,0,0,0,0,0
492,23,State-gov,71996,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,52,United-States,4,3,1,6,1,4,1,False,0,True,3,0,0,0,0
493,31,Private,240771,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,50,United-States,1,6,0,0,0,0,1,False,0,True,3,3,1,0,0
494,30,Private,374454,HS-grad,9,Divorced,Transport-moving,Own-child,Black,Male,0,0,40,United-States,1,0,2,11,1,1,1,False,0,True,1,0,0,0,0
495,48,Local-gov,24366,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,5,11,0,8,0,2,1,False,0,True,1,0,1,0,0
496,45,Self-emp-not-inc,277630,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,48,United-States,0,6,2,5,2,1,1,False,0,True,3,8,0,0,0
497,30,Private,251825,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,1,1,1,7,3,1,1,False,0,True,1,0,0,0,0
498,19,Private,163015,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
499,41,Private,557349,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
500,24,Private,70261,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,1,0,1,10,1,0,1,False,0,True,1,0,0,0,0
501,59,Private,162136,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,56,United-States,1,6,2,7,2,0,1,False,0,True,3,0,0,0,0
502,50,Local-gov,258819,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,5,6,2,8,2,0,1,False,0,True,1,0,0,0,0
503,52,Private,123011,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,6,0,5,0,0,1,False,0,True,3,8,1,0,0
504,36,State-gov,166606,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,4,0,0,8,0,0,1,False,0,True,1,0,1,0,0
505,44,Private,228516,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,20,Portugal,1,0,1,10,3,0,0,False,0,False,0,0,0,0,0
506,28,Private,269246,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,12,0,2,0,0,1,False,0,True,1,0,1,0,0
507,22,Private,189277,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,1,0,1,7,3,1,1,False,0,True,1,0,0,0,0
508,48,Private,125120,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,1,6,0,6,5,0,1,False,0,True,1,0,1,0,0
509,23,Private,152328,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,1,6,1,5,1,0,1,False,0,True,1,0,0,0,0
510,35,Private,149347,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,6,0,0,0,0,1,False,0,True,3,3,1,0,0
511,25,Private,259300,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,16,United-States,1,3,1,4,2,0,1,False,0,True,0,0,0,0,0
512,57,Private,477867,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0,0,11,0,0,1,False,0,True,1,0,1,0,0
513,30,Private,191385,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,12,0,7,0,0,1,False,0,True,1,0,1,0,0
514,36,Private,113481,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,0,2,0,2,0,1,False,0,True,1,0,0,0,0
515,27,Private,167336,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,1,6,1,6,2,0,1,False,0,True,1,0,0,0,0
516,26,Local-gov,265230,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,5,3,1,3,2,1,1,False,0,True,1,0,0,0,0
517,26,Private,318934,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,9,0,1,0,0,1,False,0,True,1,0,1,0,0
518,58,Private,104476,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,1092,40,United-States,1,6,4,6,2,0,1,False,0,True,1,0,0,0,0
519,48,State-gov,104542,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,4,5,3,3,3,0,1,True,0,True,1,0,0,0,0
520,48,Self-emp-inc,88564,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,2,6,2,2,2,0,1,False,0,True,3,0,0,0,0
521,31,Private,303942,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,6,0,4,0,0,1,False,0,True,3,0,1,0,0
522,34,Private,96480,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1,6,4,5,3,0,1,False,0,True,1,0,0,0,0
523,39,Private,365465,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
524,58,State-gov,259929,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,4,7,1,5,2,0,1,True,0,True,3,8,0,0,0
525,62,Private,202958,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,6,0,7,0,0,1,False,0,True,1,0,1,0,0
526,30,State-gov,137613,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,17,Taiwan,4,5,0,3,0,4,18,True,0,False,0,0,1,0,0
527,68,Self-emp-not-inc,191517,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,6,3,6,2,0,1,False,0,True,1,0,0,0,0
528,44,Local-gov,210527,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,5,6,1,10,3,1,1,False,0,True,1,0,0,0,0
529,43,Private,180138,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,1,0,1,0,2,0,1,False,0,True,3,3,0,0,0
530,18,Private,80163,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
531,57,Private,211678,10th,6,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,64,United-States,1,9,2,6,2,0,1,False,0,True,3,0,0,0,0
532,41,Private,149909,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,1,3,0,4,0,0,1,False,0,True,3,0,1,0,1
533,49,Self-emp-inc,127111,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2,0,0,5,0,0,1,False,0,True,3,8,1,0,0
534,56,Private,157786,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,1,0,0,11,0,0,1,False,0,True,3,0,1,0,0
535,33,Local-gov,256529,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,80,United-States,5,0,4,10,1,0,1,False,0,True,2,0,0,0,0
536,51,Private,360131,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,40,United-States,1,15,0,0,4,0,1,False,0,True,1,0,0,0,0
537,34,Private,201156,11th,7,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,1,12,1,0,2,0,1,False,0,True,0,0,0,0,0
538,51,Self-emp-inc,258735,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,81,United-States,2,0,2,8,2,0,1,False,0,True,2,0,0,0,0
539,29,Private,178469,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,1,0,1,4,2,0,1,False,0,True,1,0,0,0,0
540,43,Self-emp-not-inc,311177,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,United-States,0,6,1,11,2,1,1,False,0,True,0,0,0,0,0
541,18,Private,301948,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,34095,0,3,United-States,1,0,1,8,1,0,1,False,0,True,0,0,0,0,0
542,40,Private,118001,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,1,0,1,1,2,1,1,False,0,True,1,0,0,0,0
543,74,Self-emp-inc,148003,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,6,United-States,2,3,0,6,5,0,1,False,0,True,0,0,1,0,0
544,29,Private,212895,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,1,1,1,0,2,0,1,False,0,True,1,0,0,0,0
545,55,Private,61708,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6418,0,50,United-States,1,0,0,6,0,0,1,False,0,True,3,0,1,0,1
546,48,Self-emp-inc,76482,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,2,6,0,2,0,0,1,False,0,True,3,0,1,0,0
547,34,Private,349169,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,1,5,0,0,0,0,2,True,0,False,1,0,1,0,0
548,50,Private,99476,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,1,5,2,3,2,0,1,True,0,True,1,0,0,0,0
549,26,Private,57512,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,1,11,1,0,1,0,1,False,0,True,3,3,0,0,0
550,25,Private,277444,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,3,0,4,0,0,1,False,0,True,3,0,1,0,0
551,51,Local-gov,146181,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,5,13,0,11,0,1,1,False,0,True,1,0,1,0,0
552,43,Private,334946,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,1,0,0,1,0,1,1,False,0,True,1,0,1,0,0
553,36,Private,131766,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,3325,0,40,United-States,1,1,1,5,2,0,1,False,0,True,1,0,0,0,0
554,46,Federal-gov,371373,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,3,0,2,6,2,0,1,False,0,True,1,0,0,0,0
555,39,Self-emp-inc,163057,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,99,United-States,2,6,2,0,2,0,1,False,0,True,2,0,0,0,0
556,28,Self-emp-not-inc,204984,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,0,3,1,9,2,0,1,False,0,True,3,0,0,0,0
557,22,Federal-gov,146538,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,3,0,1,6,1,0,1,False,0,True,1,0,0,0,0
558,52,Private,177647,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,47,United-States,1,0,2,0,2,0,1,False,0,True,3,3,0,0,0
559,37,Private,277022,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,3887,0,40,Nicaragua,1,0,1,1,3,0,17,False,0,False,1,0,0,0,0
560,38,Private,343403,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,1,1,2,6,2,0,1,False,0,True,0,0,0,0,0
561,53,Private,99476,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,1,0,2,10,2,0,1,False,0,True,1,0,0,0,0
562,34,Private,261418,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,0,0,10,0,0,1,False,0,True,1,0,1,0,0
563,21,Private,113163,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,1,6,1,6,1,0,1,False,0,True,3,0,0,0,0
564,24,Private,213427,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,0,1,6,2,0,1,False,0,True,1,0,0,0,0
565,51,Private,221532,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,1,3,2,5,3,0,1,False,0,True,1,0,0,0,0
566,41,Private,223763,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,0,2,0,2,0,1,False,0,True,1,0,0,0,0
567,54,Private,123011,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,1,0,0,7,0,0,4,False,0,False,1,0,1,0,0
568,66,Private,186324,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,5,United-States,1,3,0,4,0,0,1,False,0,True,0,0,1,0,0
569,25,Private,311124,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,1,4,1,3,2,0,1,True,0,True,0,0,0,0,0
570,62,Private,416829,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,21,United-States,1,12,4,10,2,1,1,False,0,True,0,0,0,0,0
571,50,Self-emp-inc,283676,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,2,7,0,3,0,0,1,True,0,True,3,6,1,0,1
572,19,Private,41400,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,1,0,1,1,1,0,1,False,0,True,0,0,0,0,0
573,29,State-gov,187392,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,4,0,1,6,2,0,1,False,0,True,1,0,0,0,0
574,44,Private,106900,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,5,0,4,0,0,1,True,0,True,3,0,1,0,0
575,44,Self-emp-not-inc,112507,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,15,0,0,0,0,1,False,0,True,1,0,1,0,0
576,35,Private,60135,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1,9,0,10,5,0,1,False,0,True,1,0,1,0,0
577,53,Self-emp-inc,167914,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,50,United-States,2,1,1,5,2,0,1,False,0,True,3,8,0,0,0
578,62,Private,123582,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,1,9,2,10,3,0,1,False,0,True,1,0,0,0,0
579,52,Federal-gov,192386,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,United-States,3,5,0,5,0,0,1,True,0,True,1,0,1,0,0
580,25,Private,176836,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,1,6,1,5,2,0,1,False,0,True,3,8,0,0,0
581,36,Self-emp-not-inc,182898,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,0,3,0,5,0,0,1,False,0,True,1,0,1,0,1
582,41,Self-emp-not-inc,178510,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0,3,2,4,2,0,1,False,0,True,3,0,0,0,0
583,30,Local-gov,154548,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,65,United-States,5,5,2,3,3,0,1,True,0,True,3,6,0,0,0
584,35,Private,288158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
585,53,Self-emp-not-inc,162576,7th-8th,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,99,United-States,0,8,0,9,0,0,1,False,0,True,2,0,1,0,0
586,50,Private,196975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
587,24,Private,161638,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Ecuador,1,0,0,7,2,0,13,False,0,False,1,0,0,0,0
588,28,Private,191088,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,1741,52,United-States,1,0,2,10,2,0,1,False,0,True,3,13,0,0,0
589,28,Private,67661,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,1,6,1,6,4,0,1,False,0,True,1,0,0,0,0
590,32,Private,171215,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,1,6,2,6,2,0,1,False,0,True,3,0,0,0,0
591,22,Private,355686,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,6,1,6,2,0,1,False,0,True,1,0,0,0,0
592,20,Private,224640,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,1,1,1,5,1,0,1,False,0,True,1,0,0,0,0
593,39,Federal-gov,149347,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Poland,3,5,1,3,2,0,4,True,0,False,1,0,0,0,0
594,68,Private,182574,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,991,0,29,United-States,1,6,3,6,2,0,1,False,0,True,0,0,0,0,0
595,30,Private,143766,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,3,0,3,0,0,1,False,0,True,1,0,1,0,0
596,56,Local-gov,114231,10th,6,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States,5,9,3,10,3,0,1,False,0,True,0,0,0,0,0
597,45,Private,327886,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,4,1,3,2,0,1,True,0,True,1,0,0,0,0
598,30,Local-gov,264936,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,5,3,4,3,3,0,1,False,0,True,1,0,0,0,0
599,24,Federal-gov,332194,9th,5,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,United-States,3,13,1,6,4,1,1,False,0,True,1,0,0,0,0
600,29,Private,370509,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,France,1,3,0,5,0,0,22,False,0,False,3,8,1,0,0
601,28,Self-emp-not-inc,398918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,3,1,3,2,0,1,False,0,True,3,6,0,0,0
602,37,Private,340614,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,5,0,3,0,0,1,True,0,True,3,6,1,0,1
603,18,Private,335665,11th,7,Never-married,Other-service,Other-relative,Black,Female,0,0,24,United-States,1,12,1,10,4,1,1,False,0,True,0,0,0,0,0
604,48,Federal-gov,50459,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,3,0,2,10,3,0,1,False,0,True,1,0,0,0,0
605,23,Private,257683,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,1,3,1,3,1,0,1,False,0,True,1,0,0,0,0
606,63,Self-emp-not-inc,261995,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,6,0,5,0,0,1,False,0,True,1,0,1,0,0
607,36,Local-gov,113337,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,5,6,0,9,0,0,1,False,0,True,1,0,1,0,0
608,25,Self-emp-not-inc,21472,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,22,United-States,0,6,1,10,2,0,1,False,0,True,0,0,0,0,0
609,40,State-gov,114714,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,4,7,0,5,0,4,18,True,0,False,1,0,1,0,1
610,53,State-gov,156877,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,35,United-States,4,0,0,6,0,0,1,False,0,True,1,0,1,0,1
611,23,Private,208238,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,1,9,1,4,1,0,1,False,0,True,0,0,0,0,0
612,25,Private,272167,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,1,3,1,6,2,0,1,False,0,True,0,0,0,0,0
613,35,Private,32528,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,6,0,7,0,0,1,False,0,True,1,0,1,0,0
614,57,Private,337001,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,5,0,5,0,0,1,True,0,True,3,8,1,0,1
615,37,Self-emp-not-inc,348960,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,1,0,11,0,0,1,False,0,True,3,0,1,0,0
616,70,Private,117464,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,16,United-States,1,0,0,10,0,0,1,False,0,True,0,0,1,0,0
617,27,Private,133696,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,88,United-States,1,6,0,3,0,0,1,False,0,True,2,0,1,0,0
618,50,Private,301024,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,1,3,4,4,2,0,1,False,0,True,1,0,0,0,0
619,58,Private,126991,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,20,United-States,1,0,2,10,3,1,1,False,0,True,0,0,0,0,0
620,36,Private,115336,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1,11,0,3,5,0,1,False,0,True,3,6,1,0,0
621,33,Private,237833,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,1,6,2,9,2,0,1,False,0,True,1,0,0,0,0
622,49,Private,116927,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,3,0,4,0,0,1,False,0,True,3,0,1,0,0
623,23,Local-gov,324960,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Poland,5,0,1,2,2,0,4,False,0,False,1,0,0,0,0
624,59,Self-emp-not-inc,124771,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0,3,0,2,0,0,1,False,0,True,0,0,1,0,0
625,50,Local-gov,166423,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,5,0,0,6,5,0,1,False,0,True,1,0,1,0,0
626,55,Private,234125,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,0,0,10,0,0,1,False,0,True,1,0,1,0,0
627,47,Self-emp-inc,156728,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,2,0,0,4,0,0,1,False,0,True,3,0,1,0,0
628,55,Private,180497,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,52,United-States,1,1,2,10,2,0,1,False,0,True,3,13,0,0,0
629,57,Private,190997,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,0
630,45,Private,249935,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,3,0,2,0,0,1,False,0,True,3,0,1,0,0
631,37,Private,186934,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,1,0,0,4,0,0,1,False,0,True,3,0,1,0,1
632,33,State-gov,173806,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,4,5,1,3,2,0,1,True,0,True,0,0,0,0,0
633,25,Private,213383,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,1,6,1,1,1,0,1,False,0,True,1,0,0,0,0
634,27,Private,167737,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,1,2,1,7,2,0,1,False,0,True,3,0,0,0,0
635,27,Private,128365,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,1,3,1,3,1,0,1,False,0,True,1,0,0,0,0
636,33,Private,114691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,3,0,4,0,0,1,False,0,True,3,0,1,0,0
637,40,Self-emp-inc,279914,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,2,4,0,3,0,0,1,True,0,True,1,0,1,0,1
638,39,Private,115289,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,France,1,1,0,9,0,0,22,False,0,False,1,0,1,0,0
639,67,Self-emp-inc,411007,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,15831,0,40,United-States,2,0,3,5,2,0,1,False,0,True,1,0,0,0,1
640,34,Private,204461,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,7,0,3,0,0,1,True,0,True,3,6,1,0,1
641,30,Private,154587,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Puerto-Rico,1,0,1,10,2,0,6,False,0,False,1,0,0,0,0
642,21,Private,118693,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,1,6,1,7,1,0,1,False,0,True,1,0,0,0,0
643,48,Private,65353,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,1,11,0,0,0,0,1,False,0,True,1,0,1,0,0
644,32,Private,171091,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1,0,0,11,0,0,1,False,0,True,3,0,1,0,0
645,32,Private,79586,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,1,3,0,3,0,4,23,False,0,False,1,0,1,0,0
646,37,Federal-gov,287031,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,3,5,0,9,0,0,1,True,0,True,3,0,1,0,1
647,58,Private,147707,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,12,0,4,0,0,1,False,0,True,1,0,1,0,0
648,52,Private,155233,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1,6,2,6,3,0,1,False,0,True,1,0,0,0,0
649,50,Private,68898,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,11,0,8,0,0,1,False,0,True,1,0,1,0,0
650,23,Private,141427,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,1,3,1,5,2,1,1,False,0,True,1,0,0,0,0
651,61,Private,213321,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,1,6,0,5,0,0,1,False,0,True,1,0,1,0,0
